ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability,imf_1_mean,imf_1_std,imf_2_mean,imf_2_std,imf_3_mean,imf_3_std
6.140877557,197.8760897,26687.87448,7.587196418,329.2318529,548.0727613,15.83633021,41.26364788,5.359460295,0,-3402.781711291292,8701.726608186385,6496.030899764625,7041.677235961298,,
7.077874007,220.6705396,23873.37821,6.181839616,341.9872341,333.0507859,10.66179894,90.29777033,4.764508265,0,-303.92319392439174,6029.803240955286,3069.264367341947,6176.019319718854,,
5.488314309,135.8023617,21485.1532,8.187415791,280.6032867,441.3311375,14.86026268,88.28734556,5.066786272,0,-2741.7126860941744,7008.1112495396355,5237.799365039952,5661.411349246399,,
7.205559175,120.3276153,24627.86756,6.202469332,289.7686966,418.4332899,13.64314709,63.73373237,3.710053126,0,-296.5126050034809,7294.12486233994,3135.5006186582586,7080.472736642819,,
9.177869866,163.2748283,20868.33122,7.726040434,320.4214322,426.9943932,10.2142746,62.43092616,3.108769988,0,-229.43278977406777,6185.674357061989,2659.6194291905117,6019.2871015054025,,
4.270716195,166.8377085,24405.25053,7.391510138,297.2067392,349.5189104,13.47852645,54.47483954,3.763905903,0,-3147.0038487283578,7945.591040239169,5958.358669431247,6422.521093401494,,
8.52616987,175.6128363,11837.12336,7.483708838,308.3985155,474.2404823,21.84591625,52.37220111,5.083014142,0,160.13865802637824,3704.7236933358176,1272.159809119177,3734.922630400633,,
8.490571562,204.1236484,22989.79639,8.270792937,358.847115,435.0008983,17.08424565,62.42163706,3.875556805,0,-253.3158721500253,6808.999300195993,2929.7504116738023,6635.094777700547,,
8.858401531,254.6175187,9624.300462,7.954015627,348.4081949,344.3033625,7.935467758,78.10854982,5.525726338,0,-123.98821178261862,2431.5937677760744,1310.6561783575073,2477.7392794075577,,
6.098156521,189.995846,27776.90105,6.443097878,347.9304004,245.859632,14.63688226,73.42463246,3.977362364,0,-2153.20647006923,8893.783403592832,5338.236143389563,7794.937619613867,,
8.419970682,185.7189888,13237.9896,3.998265841,308.1426389,463.6472774,17.20956506,48.78311166,3.962478314,0,173.86774962649037,4138.122499165412,1412.5624611131761,4176.053956598027,,
7.875895135,226.2847878,12710.24945,7.303126583,346.4032581,445.3741474,6.063461913,63.12804403,4.238589203,0,178.3220906810201,3969.1729606320237,1356.8913271149797,4020.499625486883,,
7.725332908,252.2654912,36477.73811,8.386761008,426.5435898,339.4113267,17.48584425,60.48388466,3.724836704,0,-2841.033235958094,11674.560475346547,7018.118255650316,10230.108415671095,,
3.388090611,212.0289445,20230.12558,8.56978153,349.1559987,353.9129274,18.20833967,82.38787399,2.798600948,0,-2577.381275882119,6578.532771982917,4939.667513365342,5323.205884903851,,
7.183825723,261.8507998,14100.96899,9.008495194,358.7247021,290.4238384,17.14990713,82.0251158,4.597165512,0,-1090.5129710761487,4507.7121090434075,2771.838842149371,3953.919564401136,,
10.1119767,240.4321002,15331.30269,5.392651282,361.9029262,403.0418101,16.13112429,61.11114634,3.425763242,0,201.37673207586138,4775.407763918879,1624.4957332968054,4839.538363580989,,
6.877456933,136.8792139,27433.58729,7.091521514,307.3970883,342.1963466,18.40384583,81.19341217,3.827650072,0,-3557.4094672946435,8935.28736596849,6706.015447885645,7212.227913382034,,
8.550875469,231.2487868,28918.41995,7.822528491,369.2642227,432.28527,16.26629669,73.14946432,3.772886607,0,-338.7604816699478,8553.514910641106,3678.8471795673927,8334.944516121413,,
10.30847766,217.2197464,27653.23518,8.912266341,369.5312064,382.9515048,6.580401551,59.57603991,3.285077052,0,-323.608740560867,8174.231441401672,3513.7865072402,7970.647785218404,,
7.371085073,207.7168244,24913.83717,9.616330437,362.30018,363.1685384,11.54266178,67.72070438,4.412589537,0,-3200.4718645669323,8104.916412547001,6083.548096123264,6556.5101396871505,,
6.506487767,202.2859379,17087.0769,6.201982767,326.6623683,481.7719343,16.53518593,46.20574791,3.548775589,0,207.43917561725175,5330.297041511646,1812.2047488786375,5379.834178327504,,
6.643935775,151.8896001,10909.19459,3.749625148,240.9367221,437.9090052,15.26474235,64.2039637,3.812952926,0,139.93057378877316,3415.1816639879703,1174.9144414666712,3435.818565977399,,
5.03377399,155.3214775,34971.80748,7.121477448,320.115497,500.6373262,18.31249854,63.19330599,3.244948477,0,-4529.602748997863,11400.907328018871,8534.57916956953,9205.792042726218,,
6.912607562,155.7404952,17973.17886,4.916302562,275.9082279,439.6480512,18.38071193,55.50746847,2.612248953,0,-191.4957824134109,5337.6770126878755,2295.140779499744,5190.398990959464,,
7.977635991,245.8951304,32170.06916,9.635636083,399.5831549,473.6624528,11.7283382,23.8170199,3.5521295,0,-4139.917625552028,10471.121199524927,7845.019920860251,8475.315048993229,,
6.078335837,197.5019119,35957.79218,8.130472208,379.5277063,360.0604774,20.09841289,41.86595951,4.201580906,0,-2817.6030480100508,11504.255817428075,6925.964941004606,10060.576852255524,,
6.242414484,191.9087295,28149.41179,7.1304368,319.3067851,448.2425267,19.37009087,60.93948098,4.508705098,0,-3622.8304187028975,9169.19169852306,6868.059414206455,7412.096220950311,,
6.06335479,160.7673113,14775.1456,7.484103647,305.8285533,327.2702387,12.30901596,69.03845387,3.467336915,0,-1860.9847155705397,4809.440401322611,3601.8040454018733,3894.377552451816,,
8.129585514,177.8989666,27834.2177,9.006007747,334.4385388,397.0214276,15.93626168,81.3907585,3.362537135,0,-3591.5855124737136,9063.609746303122,6798.407932871048,7323.185367617123,,
9.562405944,202.0136426,13041.82914,5.820655208,327.118824,433.3816667,14.13906591,63.54899266,3.762719837,0,174.05649933736018,4070.972954721267,1392.7409576469736,4115.077312679968,,
8.167792632,200.9137547,27141.3629,7.262416639,344.1611343,525.5987875,16.142284,66.23143554,4.289395484,0,-310.7561669165148,8045.136413730879,3456.770600338181,7825.496849265024,,
6.825467901,187.0517097,46140.12685,6.137757462,352.7021822,373.4272355,12.60638165,58.75220132,3.027449578,0,-612.2489209199441,13619.71933443431,5850.099724843389,13242.836760203169,,
7.861177701,204.2742411,25145.02412,7.923315375,338.2138034,469.4869612,15.99341035,86.16729829,4.157656628,0,-3211.917824864885,8190.786581632775,6131.818045314217,6624.549449363087,,
4.96577356,220.8486386,21802.7449,6.250578031,311.598136,386.4133315,18.03523754,53.90817735,3.421766849,0,-2783.1105620791523,7093.100481423981,5317.353510904708,5743.055710687737,,
6.207432968,192.9370271,13442.60347,5.81902294,325.9065618,533.7958508,14.68753934,60.48503329,3.549298841,0,178.50648459830305,4207.89465353117,1442.1592084104748,4240.673770393798,,
9.769251006,264.2656543,8471.677381,8.349709767,359.2685426,353.1964755,15.04708691,52.64545853,4.636556195,0,-108.18563822108042,2141.3388898626604,1168.0585399775248,2180.123764224998,,
9.63066548,152.8624335,23641.70257,6.92570608,333.1483177,417.1670729,16.67018392,89.99757422,4.920091158,0,-272.726509678608,7000.41415514569,3014.1736891183855,6803.219058151219,,
7.633570088,199.6529996,16312.15497,9.900546897,358.5662821,420.5341718,10.53939227,100.242706,2.927066767,0,-2037.0289008013299,5311.2258485015145,3972.8235347482196,4303.16194573434,,
5.77119905,155.0508931,24909.44401,6.53126127,297.0093194,313.7019343,11.704789,85.68830345,4.688959065,0,-3223.301963392534,8108.510645704398,6088.812037685311,6548.516330057936,,
6.579969329,197.2269809,17657.08418,4.506293474,290.2898943,254.3932756,9.847655276,73.74971647,4.575931872,0,-221.9127339138768,4459.605471093002,2277.274278049543,4571.7986325509055,,
4.801154368,180.7728708,13556.7344,8.977286381,322.062447,587.3950117,12.40136807,62.02818652,4.418638132,0,-2019.8438365506242,4320.574670825573,3657.5762102140693,3239.889768746318,,
6.906992172,216.7852908,19991.23915,7.302351651,340.1060278,356.4591369,9.614106025,61.12264363,2.124759352,0,-2542.9180521470935,6501.141465969005,4875.324769739315,5266.906290832276,,
7.726134808,233.9478637,21667.86874,6.313181872,340.2731714,472.2589937,14.39986002,36.57803789,3.720636904,0,-228.06728736458814,6426.086973253802,2759.521356286144,6271.943395144546,,
8.927078148,241.875105,22821.25438,8.549738274,367.9755579,380.1972,10.85928728,75.85706782,4.601860959,0,-247.9271555898243,6750.501849948116,2905.7157417432686,6593.606212175969,,
6.20801554,153.2211063,17358.79637,8.214938853,328.282029,481.1956735,14.27409228,62.71819917,4.334615732,0,-2172.49061548813,5665.5761006343855,4218.851175529797,4586.948643745196,,
6.128425635,141.4924095,9615.83271,7.62791913,277.9517037,415.0087369,16.43584291,50.69392671,4.633823862,0,-1425.6954137356347,3062.97025702518,2596.340469107524,2297.519853018783,,
7.308048848,274.7049505,14600.53952,8.105802882,384.5648525,415.6072778,16.7616247,68.93722695,3.696119712,0,-1797.7997072946923,4741.941953839249,3551.158087727137,3856.348996818074,,
8.640886409,201.5687241,26473.71324,6.967094562,352.3065857,309.9832868,17.66508338,68.66492348,5.263101572,0,-332.6105506449469,6688.658677153089,3382.02976464528,6854.131191255278,,
8.153210075,127.1448918,10280.9295,5.828357794,267.6368856,487.9083272,11.94347658,90.61935439,2.905788134,0,-257.40937850850014,2989.036578392863,1511.083799794389,2796.821824018195,,
8.29372011,206.1604149,35216.38597,6.440999766,347.0622407,399.4836212,16.06566794,79.95451096,3.954715283,0,-442.302527431959,10405.378548668039,4473.836067527404,10124.982661601447,,
7.830976343,190.7990441,7695.063935,4.845205476,292.5158245,507.4454883,15.52665845,85.0095059,4.588784657,0,-197.12758461729575,2237.3407392990857,1175.308187142407,2087.1346167670554,,
4.430281212,139.6857588,28862.25717,8.961372377,298.3794584,434.7812671,17.29929446,63.04250092,4.384565156,0,-3729.7137516103885,9408.157814593254,7044.516159213166,7597.102688552715,,
7.240739639,201.1868045,23783.09956,7.75128544,340.9836834,579.2203941,13.4863791,62.6502355,3.556297467,0,-3004.9576311974934,7758.3578504796715,5782.643784435937,6281.555266810262,,
6.867301322,174.1849764,24112.15347,5.529942236,297.6555749,484.1229389,11.482687,65.30441362,3.82359504,0,-275.2183597788634,7150.316986653492,3070.898904158641,6951.97482996793,,
6.129637015,200.2781822,30989.94841,8.830102319,348.8681541,341.3885767,9.300117278,79.55361207,4.615886181,0,-2429.8819460110462,9912.135685175166,5984.205576884714,8666.249711227449,,
7.917049443,278.056321,27192.28056,9.220128211,424.7879959,358.7817362,15.05431287,56.83960203,3.659484625,0,-2119.8440864841996,8697.138401740534,5269.465996515199,7620.45439628493,,
6.511618075,181.8734217,29136.81462,7.685775096,345.7516385,475.3413507,12.32123216,52.43761714,4.850433708,0,-3746.1957164009696,9494.709502239311,7104.372128298637,7676.390765610848,,
5.323815584,232.36858,37625.75268,8.879822934,380.576472,580.8977004,12.29380305,55.31001941,2.880721846,0,-4851.802100627793,12259.328062465449,9174.500280097125,9911.689004608574,,
6.769572869,168.9370725,11067.18115,7.121263609,305.7949503,289.5424601,18.54590296,62.00157128,5.22054027,0,-866.2882663959429,3535.3996415596016,2191.9676534946097,3076.916783637018,,
5.87797404,141.6152867,13652.2932,5.701659125,279.7824004,538.4954044,12.03404227,67.90725801,4.032259504,0,164.8642437251105,4273.037788794912,1469.3290323247786,4287.848087065438,,
6.340027628,225.0281485,45222.50667,5.809031562,363.0057551,435.5004571,11.38593727,80.67031136,3.686001324,0,-586.7175713911064,13356.719034620399,5737.15449804044,12992.065336503252,,
5.653506135,146.5902323,16462.46009,6.501596205,299.6446114,272.4405583,13.79526446,87.82258511,5.198985504,0,-1284.8950768494758,5265.429602986559,3207.129235673254,4591.472194548552,,
6.626012184,112.2994855,25839.8941,7.658746878,312.2470431,327.2480786,19.40914656,85.78510284,4.194313129,0,-3349.6833078383006,8418.762212685342,6318.056866592857,6791.8798084446225,,
7.793833573,176.8664829,18344.68036,7.567676884,338.2295973,371.216973,9.039042454,76.28807631,4.172935335,0,-191.37767756941923,5433.866377587645,2339.8060084311974,5297.177081345126,,
7.362736502,185.692181,16268.44861,5.317019275,316.9186485,419.2584481,16.02424609,64.67891377,4.408513182,0,193.19274934931238,5067.626344869207,1727.708285808354,5113.097764117849,,
9.320305445,129.8238585,16002.13832,4.405034532,271.6705616,499.8441671,13.0768589,82.8375829,4.205809732,0,-158.28394005800453,4766.309632892457,2049.097551025671,4621.714065286886,,
3.719791644,248.8592673,23590.93213,7.683742221,351.5554822,427.4959312,20.39378167,38.6049369,2.718397734,0,-3007.0101310527994,7673.832060644088,5750.561626704911,6216.56797781725,,
9.868877881,214.1662353,15326.85591,3.35159782,297.0841735,424.2928308,19.18844138,70.0705141,3.355489791,0,189.3610152336034,4778.605610915642,1629.3316592743965,4828.108540073102,,
4.126528715,125.4748835,11215.9459,5.366011336,261.4447977,445.2414569,18.57592068,86.43365536,4.460200984,0,-1679.4519834441608,3578.0100649201536,3031.348578463605,2678.1030719281775,,
5.970035657,230.4493293,16324.1152,5.293918607,315.1861206,327.786642,13.32598708,39.55424883,5.428674072,0,414.85781522767604,5171.704865862854,1503.7099798996574,5316.20633565204,,
8.369154354,183.5003784,12975.90033,6.600853064,315.9011216,493.4654399,12.98710649,87.02941032,3.629749331,0,167.26631884293712,4055.397360681452,1397.9985193191742,4083.8189422668897,,
7.895469246,154.2657803,7769.616119,7.205262042,258.3128794,407.7322172,16.42004096,63.01601758,4.2369473,0,-191.74529944465726,2256.368823618721,1157.156492003324,2118.5386764264877,,
7.947485786,269.809407,34440.77343,6.95828321,390.1042229,425.627814,13.74926131,56.63581132,3.70085384,0,-415.8902270291316,10177.797225483328,4373.146512514243,9925.493479381264,,
10.02615916,224.2663577,14962.17783,7.428313128,336.9729496,517.5128415,18.85851888,65.36345158,4.182277582,0,195.2457563635364,4675.122216838405,1598.8418768731306,4720.868729253594,,
6.48819324,225.4819088,34864.42789,8.951692285,385.5056354,324.5098409,12.6965448,97.11286019,4.592073571,0,-2718.9442772272782,11157.411582027225,6711.1405704701665,9769.282456408111,,
5.869736755,207.7254552,22244.21824,6.59776434,352.563987,465.6164808,14.83810023,77.82273707,4.689315048,0,-2821.6089287710347,7245.807823328776,5419.380241709145,5864.526271240629,,
5.30414266,160.9683582,25299.51156,6.28604311,300.5006892,497.7903905,15.01303033,61.11551322,4.165723664,0,-3234.8374141660406,8251.437516991326,6162.688019819817,6670.663759886478,,
7.086168401,189.1453777,4304.492483,3.615890517,259.3733218,400.9043497,12.99301224,63.90228825,3.416539753,0,-309.8006561907503,1136.6819668013077,163.42817015178252,474.5956515959902,729.1424228568568,719.8824412196749
7.957768344,276.7335689,17162.39842,7.841541553,397.4319622,514.421722,14.5297793,60.55969904,3.450745892,0,228.1936018648895,5354.468361482598,1821.2869767161105,5423.865912965108,,
8.875642278,228.9215872,28487.7086,5.31873198,351.9607232,474.772519,14.68397047,52.57886002,4.006991559,0,-330.33787592384147,8434.224331196174,3622.4298343357304,8217.110219814835,,
6.613709118,141.1289215,25648.5695,7.222971557,295.2368921,374.7703158,14.03826326,74.2992498,3.539771111,0,-3311.2538936359842,8356.730787450348,6262.967181885539,6749.173037278172,,
7.735705022,137.3181658,16723.97724,7.675826174,282.5398923,595.3292635,18.75613937,63.04277916,2.148611536,0,188.67707467654157,5230.004914502276,1793.3811056414586,5244.291521020733,,
9.925041328,238.7133934,10704.60318,6.110019418,351.5974227,405.9001841,13.55036657,59.46266898,4.703803489,0,165.86994257637713,3345.3661192768855,1144.6373996441787,3399.9010242874792,,
9.00258311,202.9907653,19523.12486,7.244753274,330.3615123,366.4917287,15.68940449,55.69739952,4.904837415,0,-208.79273136978432,5780.040387595297,2488.2936029374514,5641.6345766670365,,
5.095766465,273.4084481,26307.29845,10.2198041,380.2014982,513.8775793,18.27241832,61.42518695,4.35219347,0,-3346.642059981957,8561.353778578197,6410.436653860289,6934.749734769809,,
8.594677108,263.7645927,23220.12061,6.394463065,383.9625918,588.8527329,13.579996,86.19163513,4.754072499,0,268.94739375287685,7235.480736482635,2461.743203047346,7300.199269940632,,
7.083779061,112.820254,8580.245561,4.210284081,234.8526993,434.7477154,23.39951606,94.1603073,3.887680685,0,-216.76743361100182,2496.3306402738417,1271.8127443762241,2327.9029019966033,,
7.682872498,180.7013755,12105.72193,5.396716118,296.2388769,469.8356255,15.83176344,61.8020951,3.778606788,0,161.07706441982413,3787.305303989082,1299.699586896176,3818.4965187344164,,
4.443238899,178.9562058,25008.53225,4.948814509,298.576676,429.544773,17.72972404,56.34768853,3.268324836,0,-3209.0931953787604,8147.754748511092,6098.2429393358725,6587.705273614532,,
6.978664262,183.2427962,23114.44608,6.500825402,323.1557769,470.0787053,16.08284748,65.99571677,4.766943236,0,-258.3217429388749,6853.007017591501,2946.238226888874,6667.150004210328,,
6.623613566,203.0301413,17167.3013,6.049600899,311.7262883,410.2432475,15.91450007,65.02122897,2.915165951,0,201.61402844538478,5345.023149658945,1819.3665367275037,5397.888182266954,,
3.664710562,201.0973162,28102.75663,5.682035302,330.0235306,291.1484489,17.47063098,75.10180148,3.316157657,0,-2194.1379716119204,8992.572168142884,5419.722556243142,7871.385251788025,,
4.814135621,205.2140411,17650.40505,8.121080147,350.4879387,414.030709,10.99941608,47.40266587,5.190851805,0,-2217.237973398222,5746.0181208444465,4294.645294323,4659.054972040905,,
7.436782609,208.094004,28544.61629,6.500052537,339.0238982,522.79373,17.11527603,65.31127723,3.727663719,0,-332.13045768505333,8458.276942980074,3633.754788165609,8228.222827577561,,
4.723312573,252.274895,22833.19204,5.922450614,378.5603036,411.2950246,16.58457144,66.72840154,3.917586695,0,-2904.648199594807,7425.3638492542,5568.336931379475,6014.431576392802,,
9.380658051,265.0612161,15156.78983,4.271544671,333.3344693,503.1706154,11.28641004,99.01600307,4.034349047,0,200.04452588377092,4732.117971320362,1620.6604847472283,4786.257027768926,,
7.810144933,187.3150477,20418.88993,7.214895724,325.2288808,351.1860809,16.80039961,68.48548029,4.033773709,0,-226.31879218638682,6042.099482106239,2602.6481959270536,5890.617335897616,,
